Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_358,49,Male,Business,41253,4,LN_358,1856210,56,15.269478664512759,482870,822922,39737,Missed,4,145,Not Recovered,0,Calls,No
BRW_359,48,Male,Business,199635,1,LN_359,1942132,54,16.968568713786524,1118976,765723,3620,Missed,0,177,Not Recovered,4,Emails,Yes
BRW_360,65,Male,Self-Employed,177462,3,LN_360,115149,24,15.177786913518139,363308,649001,36414,On-Time,4,29,Partially Recovered,9,Emails,No
BRW_361,25,Female,Business,108664,0,LN_361,76616,24,12.861097411415336,1797038,55612,38633,Delayed,4,125,Fully Recovered,9,Calls,Yes
BRW_362,54,Male,Salaried,123850,2,LN_362,796055,71,16.467346039677736,2238926,624762,36057,On-Time,8,65,Not Recovered,1,Legal Notice,No
BRW_363,60,Male,Self-Employed,183730,1,LN_363,1284215,68,14.644102177596583,15385,298303,41138,Missed,0,4,Fully Recovered,3,Debt Collectors,No
BRW_364,56,Female,Self-Employed,157924,2,LN_364,1791035,63,7.116062346952089,1608885,563998,14854,Missed,4,92,Partially Recovered,1,Settlement Offer,No
BRW_365,43,Female,Self-Employed,153623,0,LN_365,256903,64,11.334991680519535,117369,931310,10677,Missed,6,96,Fully Recovered,1,Debt Collectors,Yes
BRW_366,48,Female,Salaried,91947,0,LN_366,1329894,54,16.3604708934748,744990,637384,45111,On-Time,5,169,Not Recovered,2,Settlement Offer,Yes
BRW_367,68,Female,Business,81001,4,LN_367,1946807,83,10.804447437727962,2186554,209417,25074,Missed,5,93,Fully Recovered,4,Settlement Offer,Yes
BRW_368,65,Male,Salaried,142775,0,LN_368,1088218,83,7.387366908780758,2350876,211463,18824,Delayed,6,105,Fully Recovered,3,Calls,No
BRW_369,50,Male,Self-Employed,53243,2,LN_369,402365,53,15.207976024074995,2231737,893844,1765,On-Time,5,132,Partially Recovered,1,Settlement Offer,No
BRW_370,54,Female,Salaried,172872,3,LN_370,951311,37,15.822420973111555,1748076,619212,46439,Missed,4,177,Partially Recovered,9,Calls,No
BRW_371,52,Male,Salaried,95939,3,LN_371,337623,34,8.766530645476394,1152702,268602,32615,On-Time,9,84,Fully Recovered,1,Emails,Yes
BRW_372,40,Male,Business,77828,4,LN_372,411309,54,12.910745465274992,1650522,917425,49926,On-Time,4,57,Fully Recovered,5,Legal Notice,Yes
BRW_373,51,Male,Business,158311,2,LN_373,105863,39,9.111509828952983,1214488,297668,37860,Missed,8,78,Fully Recovered,6,Settlement Offer,No
BRW_374,42,Female,Self-Employed,26710,2,LN_374,1271691,20,14.911578609485614,1047738,662213,13975,Missed,7,7,Partially Recovered,9,Legal Notice,Yes
BRW_375,52,Male,Salaried,172456,0,LN_375,1967577,31,9.987055006952342,1866015,302621,10341,On-Time,9,158,Partially Recovered,5,Calls,Yes
BRW_376,22,Female,Salaried,172110,2,LN_376,545654,67,10.47836634819663,2023027,294366,29141,On-Time,3,11,Fully Recovered,6,Settlement Offer,Yes
BRW_377,37,Male,Business,191918,1,LN_377,1601899,50,16.294679390041114,1167213,542608,13334,Missed,3,148,Partially Recovered,0,Debt Collectors,Yes
BRW_378,44,Male,Salaried,57991,0,LN_378,1507200,62,12.239545874275947,907153,94154,49845,Delayed,9,93,Not Recovered,5,Emails,No
BRW_379,61,Male,Salaried,158043,1,LN_379,827635,23,14.367298963400726,1074969,576531,16835,On-Time,4,90,Partially Recovered,2,Emails,Yes
BRW_380,50,Female,Salaried,180211,4,LN_380,763340,66,11.426103557947144,1630344,700975,27548,On-Time,2,32,Partially Recovered,0,Settlement Offer,Yes
BRW_381,22,Male,Business,105445,3,LN_381,1050460,22,10.27807542913131,1923298,410568,36434,Delayed,7,153,Partially Recovered,7,Emails,No
BRW_382,59,Female,Self-Employed,100257,4,LN_382,328495,37,13.880258664671274,1713043,597121,26039,Missed,6,99,Not Recovered,3,Debt Collectors,No
BRW_383,65,Female,Self-Employed,57711,3,LN_383,1233779,53,8.703433314867034,521397,93476,33530,Missed,4,167,Not Recovered,9,Legal Notice,Yes
BRW_384,43,Female,Salaried,26530,4,LN_384,297908,38,11.102998191235493,792425,114560,39736,Delayed,9,14,Not Recovered,7,Debt Collectors,Yes
BRW_385,69,Male,Self-Employed,31116,2,LN_385,881257,22,9.299407411245145,1142226,920707,41409,Missed,2,113,Fully Recovered,9,Emails,Yes
BRW_386,51,Male,Business,85794,1,LN_386,1896357,49,14.6537446363482,1566772,301411,19565,Missed,4,128,Fully Recovered,3,Legal Notice,Yes
BRW_387,66,Male,Business,151354,3,LN_387,1290579,54,17.386297221807183,52066,562229,10834,On-Time,2,10,Not Recovered,3,Debt Collectors,No
BRW_388,41,Male,Self-Employed,152970,0,LN_388,1929262,30,17.950620648174528,2471146,869241,37656,On-Time,9,54,Fully Recovered,9,Calls,No
BRW_389,42,Female,Self-Employed,24135,1,LN_389,1923233,75,11.953044914857498,1877950,549656,1840,On-Time,4,1,Fully Recovered,3,Calls,No
BRW_390,21,Female,Salaried,157701,0,LN_390,1596175,17,9.777834286000889,1064714,863618,14873,Delayed,0,64,Fully Recovered,5,Legal Notice,Yes
BRW_391,46,Female,Self-Employed,129472,1,LN_391,1373173,57,11.871123074227565,2215710,293128,32568,Missed,5,171,Not Recovered,8,Legal Notice,Yes
BRW_392,61,Male,Salaried,145147,1,LN_392,1772750,53,16.31996350958996,258480,435157,11846,Missed,9,15,Partially Recovered,4,Legal Notice,No
BRW_393,21,Female,Salaried,109087,4,LN_393,1772199,76,9.266062464072439,1319910,203990,6899,On-Time,3,149,Not Recovered,9,Calls,Yes
BRW_394,45,Male,Business,53380,3,LN_394,651982,83,17.47305216818216,1126998,445899,21502,On-Time,3,105,Not Recovered,7,Debt Collectors,No
BRW_395,36,Female,Business,149951,3,LN_395,1638599,70,10.760523456779662,1011214,257481,1565,Delayed,7,145,Fully Recovered,7,Legal Notice,No
BRW_396,59,Male,Business,37071,1,LN_396,983334,63,17.843840253953353,2126238,801,39773,Missed,1,174,Fully Recovered,3,Calls,No
BRW_397,52,Male,Business,40074,2,LN_397,1932901,58,16.224697762873582,2222756,630826,42924,Delayed,3,29,Partially Recovered,9,Legal Notice,No
BRW_398,28,Female,Self-Employed,87843,2,LN_398,750033,18,15.894275875621293,1935822,898633,44242,Missed,1,9,Partially Recovered,8,Legal Notice,No
BRW_399,62,Female,Business,59901,0,LN_399,963438,22,10.496951411506119,1167900,834397,10187,Delayed,0,61,Partially Recovered,8,Legal Notice,No
BRW_400,67,Female,Self-Employed,31205,0,LN_400,794822,72,7.096549331427224,1439641,609557,8226,On-Time,9,84,Partially Recovered,4,Calls,No
BRW_401,58,Female,Business,144661,4,LN_401,619354,79,11.203461997085867,3435,778053,43147,Delayed,2,133,Not Recovered,5,Debt Collectors,Yes
BRW_402,48,Male,Self-Employed,25906,1,LN_402,1854251,36,10.31990306628963,1936513,927473,39658,Delayed,7,66,Partially Recovered,4,Calls,No
BRW_403,61,Female,Salaried,153663,0,LN_403,184445,23,7.41136689449677,1888339,298113,46881,On-Time,5,40,Not Recovered,2,Calls,No
BRW_404,45,Female,Self-Employed,145576,0,LN_404,453551,37,12.559017821565227,1470851,475485,5311,Missed,6,170,Fully Recovered,7,Legal Notice,Yes
BRW_405,54,Female,Self-Employed,82987,1,LN_405,991245,23,11.433344424110103,712917,949953,45214,Missed,1,17,Partially Recovered,8,Settlement Offer,No
BRW_406,69,Male,Business,100685,4,LN_406,1895700,54,13.980121145156772,2472753,91679,42616,On-Time,5,57,Fully Recovered,3,Settlement Offer,Yes
BRW_407,44,Male,Self-Employed,130454,0,LN_407,619829,62,13.833049544134916,292441,681065,26689,Delayed,7,59,Fully Recovered,8,Settlement Offer,No
BRW_408,43,Female,Salaried,125487,4,LN_408,1263705,48,8.328212994863481,2380618,715663,7083,Delayed,7,87,Not Recovered,8,Calls,Yes
BRW_409,32,Male,Salaried,74400,3,LN_409,641271,57,17.746621007392847,1451511,290507,13598,Delayed,3,26,Partially Recovered,6,Legal Notice,Yes
BRW_410,26,Female,Business,176222,4,LN_410,1773519,64,9.056245723855916,8314,161792,17940,Missed,5,67,Not Recovered,7,Settlement Offer,Yes
BRW_411,55,Male,Salaried,51852,2,LN_411,203837,24,11.89801427241175,618119,927476,27880,Delayed,4,21,Fully Recovered,2,Emails,No
BRW_412,64,Male,Self-Employed,193942,2,LN_412,764647,65,12.369292977771085,641462,557639,3580,Missed,8,151,Partially Recovered,4,Emails,Yes
BRW_413,39,Male,Salaried,72756,4,LN_413,957179,68,15.943690769355321,2243581,635311,47612,Delayed,7,39,Fully Recovered,2,Emails,No
BRW_414,20,Male,Business,135357,2,LN_414,921535,15,8.091525557041114,2327089,691505,43321,On-Time,1,108,Fully Recovered,6,Debt Collectors,No
BRW_415,27,Female,Self-Employed,139052,3,LN_415,1833611,60,11.71508707129385,544653,612236,10386,On-Time,6,73,Partially Recovered,5,Legal Notice,No
BRW_416,65,Female,Business,76481,1,LN_416,227597,18,13.913523872598244,301173,744974,20522,Missed,6,65,Partially Recovered,2,Calls,No
BRW_417,35,Female,Self-Employed,21283,2,LN_417,1792166,22,9.36671183786461,1312457,219188,27224,Missed,0,167,Partially Recovered,8,Calls,No
BRW_418,33,Male,Salaried,53691,2,LN_418,1085408,65,13.9021468864268,393186,842667,15635,On-Time,0,5,Not Recovered,0,Legal Notice,No
BRW_419,31,Female,Business,152197,4,LN_419,1511312,56,17.16031321304618,1778568,276999,1671,On-Time,3,111,Not Recovered,9,Debt Collectors,No
BRW_420,42,Female,Business,46170,3,LN_420,528454,34,17.972699442899426,340362,429385,34545,Delayed,4,17,Fully Recovered,2,Legal Notice,Yes
BRW_421,34,Female,Self-Employed,28438,1,LN_421,1543726,39,7.356961844697433,765387,261677,27855,On-Time,3,80,Partially Recovered,9,Debt Collectors,No
BRW_422,47,Male,Business,40095,4,LN_422,1386286,68,9.591470510691453,2338626,177476,36790,Missed,6,101,Fully Recovered,6,Settlement Offer,No
BRW_423,53,Male,Self-Employed,167226,4,LN_423,909625,37,10.413378273708672,2225844,150641,47585,On-Time,2,109,Fully Recovered,2,Settlement Offer,Yes
BRW_424,21,Male,Self-Employed,159076,3,LN_424,546440,36,11.390387104894627,762790,649362,15260,Missed,6,29,Fully Recovered,2,Debt Collectors,No
BRW_425,51,Female,Self-Employed,29752,1,LN_425,1521926,65,9.664828733432442,1750093,784366,2074,Missed,7,121,Fully Recovered,1,Legal Notice,Yes
BRW_426,42,Female,Self-Employed,75426,3,LN_426,1502137,40,9.238367940108438,2022327,578725,43676,Delayed,5,148,Fully Recovered,8,Settlement Offer,Yes
BRW_427,41,Female,Salaried,46819,1,LN_427,826372,47,17.5000922665925,1220682,966010,10475,Delayed,5,61,Partially Recovered,3,Legal Notice,No
BRW_428,44,Male,Self-Employed,112051,3,LN_428,695303,25,17.1037376304757,1048870,156810,13878,Delayed,7,137,Not Recovered,9,Settlement Offer,No
BRW_429,41,Male,Business,175289,4,LN_429,222257,46,7.5169175110342925,811028,924276,16120,Delayed,7,119,Partially Recovered,5,Legal Notice,Yes
BRW_430,41,Female,Salaried,52994,4,LN_430,1869400,41,10.72694323765333,2195337,90410,24147,On-Time,6,106,Partially Recovered,1,Legal Notice,No
BRW_431,68,Male,Business,166108,0,LN_431,1322597,28,11.456634090462472,2155534,19731,2986,Delayed,5,140,Partially Recovered,8,Emails,Yes
BRW_432,61,Male,Salaried,117756,2,LN_432,1753820,78,9.629159881325377,1348818,665491,44593,On-Time,5,75,Not Recovered,6,Debt Collectors,Yes
BRW_433,25,Male,Self-Employed,160659,3,LN_433,1693608,41,13.91760186686993,607317,852756,33430,Delayed,9,8,Not Recovered,9,Calls,No
BRW_434,34,Male,Salaried,115665,0,LN_434,345599,56,14.044188213086652,1356948,185169,42961,Delayed,5,38,Not Recovered,4,Debt Collectors,Yes
BRW_435,62,Female,Salaried,151717,2,LN_435,1607009,62,16.35554651161457,2100923,868152,18430,Missed,7,23,Partially Recovered,6,Legal Notice,No
BRW_436,56,Male,Business,182002,3,LN_436,995522,58,15.149561952237397,1384819,882865,3176,On-Time,0,124,Not Recovered,3,Legal Notice,No
BRW_437,52,Male,Business,101835,1,LN_437,366363,64,12.968306596625512,1693675,265033,19722,Missed,4,117,Fully Recovered,9,Debt Collectors,Yes
BRW_438,27,Male,Self-Employed,142232,2,LN_438,882423,75,14.18945447048862,974303,533857,43815,Delayed,2,33,Not Recovered,6,Legal Notice,Yes
BRW_439,63,Male,Salaried,181162,4,LN_439,647904,49,10.0138765969732,1852566,873625,19617,On-Time,7,60,Partially Recovered,1,Settlement Offer,No
BRW_440,63,Female,Salaried,177547,0,LN_440,1710302,75,13.523618089640934,1016972,206749,28115,Delayed,5,168,Partially Recovered,6,Legal Notice,No
BRW_441,24,Female,Salaried,169960,2,LN_441,166841,18,12.381499802249111,320580,85192,38376,Missed,1,132,Fully Recovered,3,Debt Collectors,No
BRW_442,58,Male,Self-Employed,63732,2,LN_442,1763422,33,8.466789140480074,649179,779117,12906,On-Time,6,78,Not Recovered,3,Debt Collectors,Yes
BRW_443,23,Male,Self-Employed,66305,4,LN_443,219934,52,9.667987042412678,778760,87154,41002,Missed,6,49,Not Recovered,0,Debt Collectors,No
BRW_444,25,Male,Self-Employed,197109,3,LN_444,1875598,21,10.208627957937447,1036658,208542,7610,Delayed,4,131,Fully Recovered,2,Emails,Yes
BRW_445,64,Male,Self-Employed,29346,1,LN_445,1681734,68,17.167405237578137,480674,108073,44292,Delayed,7,50,Partially Recovered,4,Emails,Yes
BRW_446,51,Male,Self-Employed,20587,4,LN_446,1185270,18,9.534253033244784,1126500,219894,14411,Delayed,4,51,Partially Recovered,4,Emails,Yes
BRW_447,49,Male,Business,32763,1,LN_447,287068,61,10.18168293101635,553620,519235,10180,On-Time,0,121,Not Recovered,1,Emails,No
BRW_448,66,Female,Salaried,89615,3,LN_448,880288,63,11.062895430983755,2490297,794044,48993,Missed,8,166,Not Recovered,3,Emails,Yes
BRW_449,54,Male,Salaried,187188,2,LN_449,151407,44,14.301170124879256,393056,575932,11073,Missed,3,7,Not Recovered,0,Emails,No
BRW_450,59,Female,Salaried,140987,1,LN_450,1592536,12,8.300622317193547,89031,556357,38251,Delayed,1,112,Not Recovered,8,Emails,Yes
BRW_451,35,Female,Salaried,111353,0,LN_451,1654243,64,17.49339733743154,183024,868173,31960,Missed,3,44,Not Recovered,0,Debt Collectors,No
BRW_452,32,Male,Salaried,115648,0,LN_452,901161,71,16.521283421042412,1076048,420547,6901,On-Time,8,87,Partially Recovered,5,Calls,No
BRW_453,69,Female,Salaried,45556,4,LN_453,1520170,45,13.349376803098451,2157098,842329,39897,Delayed,1,27,Partially Recovered,6,Emails,Yes
BRW_454,61,Female,Salaried,79042,3,LN_454,1335076,15,14.414416541674523,1547358,145006,44183,Delayed,3,118,Partially Recovered,2,Debt Collectors,No
BRW_455,49,Female,Salaried,38099,4,LN_455,628641,28,7.183265183686376,944353,403311,5482,Delayed,1,106,Partially Recovered,0,Calls,Yes
BRW_456,38,Female,Business,129089,4,LN_456,755356,15,10.728392528832936,1051341,484710,43454,On-Time,4,26,Fully Recovered,6,Emails,Yes
BRW_457,36,Female,Salaried,196168,4,LN_457,1899039,54,15.752262537275861,305218,888976,26428,Delayed,2,161,Partially Recovered,2,Calls,Yes
BRW_458,38,Female,Business,164302,0,LN_458,1309720,15,7.852312711716245,2462091,542994,8400,Delayed,9,80,Fully Recovered,9,Calls,Yes
BRW_459,47,Male,Self-Employed,180081,0,LN_459,1688846,12,10.105452176317922,1674251,174588,40574,Delayed,1,100,Partially Recovered,5,Settlement Offer,Yes
BRW_460,45,Female,Salaried,53866,4,LN_460,86683,82,13.438265111677424,1823980,627890,44284,Delayed,8,61,Not Recovered,5,Legal Notice,Yes
BRW_461,56,Female,Self-Employed,125400,0,LN_461,1212667,61,9.82054330468836,1966849,490224,8396,Missed,4,61,Not Recovered,3,Settlement Offer,Yes
BRW_462,45,Female,Self-Employed,104246,3,LN_462,167797,72,17.27375771558971,1721742,296773,8338,Delayed,9,165,Not Recovered,5,Calls,No
BRW_463,42,Male,Self-Employed,96975,4,LN_463,1509410,46,8.441644938847194,673616,440126,43718,On-Time,4,25,Fully Recovered,9,Debt Collectors,Yes
BRW_464,28,Female,Business,192927,0,LN_464,1629451,19,15.771337936985564,366047,481756,13500,Delayed,0,120,Partially Recovered,3,Emails,Yes
BRW_465,31,Male,Self-Employed,101557,1,LN_465,374934,35,12.587435610970491,518790,124746,12545,Delayed,5,23,Partially Recovered,7,Legal Notice,No
BRW_466,20,Female,Self-Employed,157488,4,LN_466,1392200,47,15.253638534019515,1676443,544719,6241,Missed,6,38,Fully Recovered,8,Emails,No
BRW_467,20,Male,Self-Employed,92516,4,LN_467,1852466,61,10.417868611425922,2136491,187805,24778,Delayed,0,123,Fully Recovered,1,Debt Collectors,Yes
BRW_468,66,Male,Salaried,169130,3,LN_468,1774463,54,12.659385625432426,304543,564376,23821,Missed,8,20,Fully Recovered,6,Legal Notice,Yes
BRW_469,53,Female,Salaried,191790,2,LN_469,335713,38,16.42518884695494,1456498,699495,5695,On-Time,7,93,Fully Recovered,8,Settlement Offer,Yes
BRW_470,51,Female,Business,52602,2,LN_470,847583,43,12.13565909035415,518993,431231,12530,Missed,7,174,Fully Recovered,8,Calls,No
BRW_471,67,Male,Business,178588,3,LN_471,514310,29,10.956918481012966,712932,755398,48080,Delayed,6,114,Not Recovered,4,Debt Collectors,Yes
BRW_472,44,Female,Salaried,149295,3,LN_472,1288822,39,12.897709248780096,1527671,555673,15318,On-Time,4,175,Partially Recovered,0,Calls,No
BRW_473,59,Male,Business,107969,3,LN_473,1667603,40,14.890990283400036,981271,332343,23331,Delayed,2,120,Fully Recovered,5,Calls,Yes
BRW_474,64,Male,Salaried,152161,2,LN_474,607242,27,11.87919680048353,2229537,300821,27355,Missed,8,12,Not Recovered,7,Emails,Yes
BRW_475,20,Male,Self-Employed,188418,3,LN_475,1080488,58,17.327646726565003,992206,118104,12324,On-Time,6,130,Fully Recovered,0,Debt Collectors,No
BRW_476,35,Male,Self-Employed,161559,0,LN_476,818223,70,10.244404064465762,2238154,12818,29149,On-Time,9,159,Not Recovered,1,Calls,Yes
BRW_477,58,Male,Business,20155,4,LN_477,159373,42,12.230099667860324,3285,481438,4218,Missed,9,162,Fully Recovered,0,Settlement Offer,Yes
BRW_478,24,Female,Salaried,143950,4,LN_478,608988,15,15.326204252755856,2482933,325145,21141,Missed,7,18,Partially Recovered,4,Legal Notice,Yes
BRW_479,41,Male,Salaried,87494,1,LN_479,1060540,48,14.58033199545334,1196352,155049,37784,On-Time,5,141,Fully Recovered,1,Debt Collectors,No
BRW_480,48,Male,Business,96229,1,LN_480,1222304,28,16.500051576588717,1704491,574120,3837,On-Time,4,175,Fully Recovered,9,Emails,Yes
BRW_481,22,Female,Salaried,124648,4,LN_481,903220,50,17.9649009874922,1381688,827363,40802,Missed,7,80,Partially Recovered,9,Debt Collectors,Yes
BRW_482,31,Male,Self-Employed,58547,0,LN_482,1693909,59,11.695441616745985,1102491,608278,41077,Delayed,2,122,Partially Recovered,3,Emails,No
BRW_483,45,Female,Business,48795,2,LN_483,1529634,57,8.22265967761643,2468839,209966,15379,On-Time,6,67,Fully Recovered,0,Legal Notice,No
BRW_484,35,Female,Business,41447,2,LN_484,1767836,59,7.334574688887647,665979,72204,5239,Missed,1,172,Partially Recovered,6,Settlement Offer,Yes
BRW_485,56,Female,Salaried,187670,0,LN_485,964424,50,14.995645967537488,1252038,45784,45896,Delayed,2,18,Partially Recovered,7,Calls,Yes
BRW_486,41,Male,Business,192886,2,LN_486,916491,15,16.61415038439587,784278,892737,21812,On-Time,1,63,Not Recovered,4,Debt Collectors,No
BRW_487,48,Male,Salaried,107960,3,LN_487,1624745,41,9.427838445388605,1943508,9921,30669,On-Time,4,100,Partially Recovered,1,Emails,Yes
BRW_488,33,Male,Salaried,83278,4,LN_488,969134,41,8.742928409088966,507553,821391,49624,Missed,6,65,Partially Recovered,7,Legal Notice,Yes
BRW_489,47,Female,Salaried,75077,4,LN_489,1905797,33,7.684256006782601,976778,818760,10611,Delayed,9,65,Fully Recovered,0,Calls,No
BRW_490,24,Male,Salaried,132782,0,LN_490,1486803,77,16.04973213888927,2470562,926363,5150,On-Time,9,74,Fully Recovered,6,Legal Notice,Yes
BRW_491,66,Female,Salaried,122932,2,LN_491,138059,23,10.425201338818429,1255802,255564,12109,Delayed,0,44,Not Recovered,0,Settlement Offer,Yes
BRW_492,68,Male,Business,160600,1,LN_492,1837430,47,11.418665820357543,1281745,613794,35214,Delayed,9,86,Fully Recovered,5,Calls,No
BRW_493,49,Female,Self-Employed,129869,1,LN_493,882583,29,12.530252107705735,531661,74408,27016,On-Time,8,66,Partially Recovered,5,Calls,Yes
BRW_494,65,Male,Self-Employed,159251,2,LN_494,492136,64,16.23398557630506,1902871,648140,12936,Delayed,0,2,Partially Recovered,4,Calls,Yes
BRW_495,24,Male,Business,68781,1,LN_495,1732252,82,14.159165437176334,622215,740126,12036,On-Time,0,165,Partially Recovered,1,Emails,Yes
BRW_496,31,Male,Business,175024,0,LN_496,248303,12,13.765710928435924,1811049,550996,40236,Delayed,9,169,Fully Recovered,1,Calls,No
BRW_497,35,Female,Self-Employed,73798,0,LN_497,561162,69,8.932393099515018,346229,543135,15021,On-Time,7,167,Partially Recovered,8,Legal Notice,Yes
BRW_498,45,Female,Self-Employed,118696,2,LN_498,523573,17,12.645088808808127,1166572,580277,37943,Missed,5,177,Partially Recovered,4,Emails,No
BRW_499,45,Male,Self-Employed,70939,1,LN_499,1363982,81,14.869191188965207,563508,911815,49158,On-Time,5,162,Not Recovered,4,Calls,No
BRW_500,67,Male,Self-Employed,49516,0,LN_500,379125,55,17.70586971333541,2489799,4922,38848,On-Time,8,23,Not Recovered,6,Legal Notice,Yes
BRW_501,40,Female,Self-Employed,161521,0,LN_501,957383,83,9.215469401346875,1564547,463144,16471,On-Time,3,87,Not Recovered,5,Legal Notice,No
BRW_502,58,Female,Salaried,70290,3,LN_502,959531,35,7.104976883739493,531930,52335,48661,Delayed,7,16,Fully Recovered,1,Debt Collectors,Yes
BRW_503,55,Female,Business,146688,3,LN_503,1180548,30,7.828315769583167,79971,913345,24244,Missed,3,39,Partially Recovered,0,Legal Notice,Yes
BRW_504,52,Male,Salaried,106661,0,LN_504,1436205,29,11.134377117001772,1628420,931045,49777,Delayed,1,171,Partially Recovered,4,Settlement Offer,Yes
BRW_505,49,Female,Self-Employed,92954,2,LN_505,1153298,41,16.025991125205856,1475552,805983,39985,Delayed,7,150,Partially Recovered,3,Calls,No
BRW_506,56,Male,Self-Employed,42746,4,LN_506,1974507,53,7.078562899450695,1873200,150453,39440,On-Time,6,5,Not Recovered,2,Calls,Yes
BRW_507,42,Female,Self-Employed,87990,4,LN_507,231890,44,12.024036521744243,1566049,899751,2502,Delayed,3,148,Partially Recovered,1,Calls,Yes
BRW_508,29,Male,Salaried,78810,0,LN_508,997436,23,10.62153676875534,397597,317817,35178,On-Time,8,118,Partially Recovered,9,Legal Notice,Yes
BRW_509,24,Female,Salaried,138362,0,LN_509,1367621,38,7.577298811097004,1461350,887963,4770,Missed,8,119,Partially Recovered,1,Legal Notice,No
BRW_510,55,Female,Self-Employed,166295,0,LN_510,167473,50,11.95259915339879,1341502,22948,43865,Delayed,7,34,Partially Recovered,3,Calls,No
BRW_511,53,Female,Salaried,153669,2,LN_511,1590815,20,9.802235780703906,1315502,616552,5001,Delayed,0,112,Partially Recovered,1,Emails,Yes
BRW_512,50,Female,Salaried,22659,3,LN_512,320741,32,10.87073317781707,185784,59072,21946,Delayed,6,28,Fully Recovered,3,Emails,Yes
BRW_513,29,Female,Self-Employed,106516,0,LN_513,1490351,40,14.761768352627223,1285412,329704,1598,On-Time,4,6,Partially Recovered,2,Settlement Offer,Yes
BRW_514,38,Male,Salaried,94567,0,LN_514,1621836,44,12.737060823020638,1199110,737609,31316,On-Time,6,52,Fully Recovered,8,Debt Collectors,Yes
BRW_515,51,Female,Business,35037,1,LN_515,1948917,73,8.371121718920946,846462,657846,26567,Delayed,8,164,Partially Recovered,6,Settlement Offer,No
BRW_516,20,Female,Business,146498,2,LN_516,908823,26,17.57555994466003,723879,66691,27508,Delayed,1,22,Fully Recovered,2,Calls,No
BRW_517,24,Female,Business,197810,0,LN_517,789574,13,13.99501842280712,2194621,665442,44744,Missed,3,96,Partially Recovered,7,Calls,No
BRW_518,64,Male,Business,32109,1,LN_518,375437,63,15.424552682287848,1619814,889213,40159,Missed,3,135,Partially Recovered,8,Calls,No
BRW_519,23,Female,Self-Employed,42010,4,LN_519,1866760,55,7.8713446500920785,1444315,346249,31276,Missed,1,75,Partially Recovered,6,Debt Collectors,No
BRW_520,35,Male,Self-Employed,28787,0,LN_520,206877,65,7.5176421740602075,1502718,7086,24671,Missed,2,175,Partially Recovered,5,Legal Notice,No
BRW_521,43,Female,Self-Employed,159544,0,LN_521,1583471,29,7.213928554048893,1189325,389962,17450,Missed,7,9,Not Recovered,3,Debt Collectors,No
BRW_522,35,Female,Business,174455,1,LN_522,1634738,14,9.07673430550789,1194737,592141,15908,On-Time,8,116,Partially Recovered,4,Settlement Offer,Yes
BRW_523,21,Male,Business,81709,2,LN_523,1847001,18,11.558492374903446,398825,364069,45358,Missed,5,23,Fully Recovered,7,Legal Notice,Yes
BRW_524,68,Female,Salaried,54518,0,LN_524,922834,54,17.29408746743105,1755089,332171,36518,Missed,9,174,Not Recovered,2,Legal Notice,Yes
BRW_525,47,Male,Salaried,73909,4,LN_525,1899087,49,12.027656251923538,1885547,278060,32212,Delayed,1,38,Not Recovered,1,Settlement Offer,Yes
BRW_526,51,Male,Business,38351,0,LN_526,493066,48,10.192806159097824,1071512,801680,43684,On-Time,1,65,Partially Recovered,2,Legal Notice,Yes
BRW_527,46,Female,Business,35282,4,LN_527,384923,69,13.181287788716297,1885190,985551,7806,Missed,6,5,Fully Recovered,6,Emails,Yes
BRW_528,39,Male,Business,172850,3,LN_528,669696,44,8.231280359482682,501477,810658,40197,Missed,7,20,Fully Recovered,7,Settlement Offer,No
BRW_529,43,Female,Business,175336,3,LN_529,1743470,70,13.704564801054815,897691,942529,41891,Missed,7,72,Not Recovered,0,Settlement Offer,Yes
BRW_530,31,Female,Salaried,25075,4,LN_530,170062,22,13.252751497635536,230596,763210,19015,Delayed,5,73,Fully Recovered,6,Emails,No
BRW_531,69,Male,Business,199526,2,LN_531,1110676,79,15.711923367462807,1667906,572668,40220,Delayed,9,35,Partially Recovered,8,Debt Collectors,Yes
BRW_532,54,Male,Salaried,48365,0,LN_532,1417741,79,17.853563727787265,799595,794280,18158,Delayed,7,130,Partially Recovered,2,Debt Collectors,No
BRW_533,52,Male,Business,199272,0,LN_533,1082499,33,9.759608188877216,1716473,538562,16456,Missed,0,169,Partially Recovered,2,Debt Collectors,No
BRW_534,52,Male,Business,31002,3,LN_534,1773736,77,12.606220958841368,1595283,316689,28588,Delayed,8,172,Partially Recovered,7,Legal Notice,Yes
BRW_535,62,Female,Business,33947,4,LN_535,1488846,55,16.99751946950904,1433482,784403,23491,Missed,0,43,Partially Recovered,3,Emails,Yes
BRW_536,56,Female,Salaried,114840,0,LN_536,1293048,17,15.637088728651255,2302823,96494,25188,On-Time,2,90,Not Recovered,7,Settlement Offer,Yes
BRW_537,31,Male,Salaried,136219,0,LN_537,928878,53,12.361469334108882,294358,115981,28079,Missed,8,160,Partially Recovered,4,Settlement Offer,Yes
